ts,x,y,z
2024-01-01T00:00:76Z,19.774546638614574,43.8,11.98994913152109
2024-01-01T00:00:77Z,19.403339182625498,43.85,11.929153176050926
2024-01-01T00:00:78Z,19.04144241913318,43.9,11.814893562900393
2024-01-01T00:00:79Z,18.6945036260924,43.95,11.650336830071762
2024-01-01T00:00:80Z,18.36793666733189,44.0,11.440043426648169
2024-01-01T00:00:81Z,18.06683751101995,44.05,11.189841326619783
2024-01-01T00:00:82Z,17.795904708785613,44.1,10.906664515111736
2024-01-01T00:00:83Z,17.559366076391925,44.15,10.598360823131651
2024-01-01T00:00:84Z,17.36091272008499,44.2,10.273474436415666
2024-01-01T00:00:85Z,17.20364143811554,44.25,9.94100910582194
2024-01-01T00:00:86Z,17.090006396237964,44.3,9.610178621549249
2024-01-01T00:00:87Z,17.02178083127454,44.35,9.29015146642259
2024-01-01T00:00:88Z,17.00002938034789,44.4,8.98979672480629
2024-01-01T00:00:89Z,17.02509146757476,44.45,8.717438288907454
2024-01-01T00:00:90Z,17.096576007466215,44.5,8.480624174282358
2024-01-01T00:00:91Z,17.213367507685867,44.55,8.285917337628979
2024-01-01T00:00:92Z,17.373643475934713,44.6,8.138713794044557
2024-01-01T00:00:93Z,17.574902859333925,44.65,8.04309307436223
2024-01-01T00:00:94Z,17.81400507251849,44.7,8.001705166922847
2024-01-01T00:00:95Z,18.087219005421478,44.75,8.015697077025369
2024-01-01T00:00:96Z,18.390281245998693,44.8,8.084681039353232
2024-01-01T00:00:97Z,18.71846260934773,44.85,8.206745264322738
2024-01-01T00:00:98Z,19.06664193505662,44.9,8.378506920534175
2024-01-01T00:00:99Z,19.429386001199266,44.95,8.595205884994574
2024-01-01T00:00:100Z,19.8010343079464,45.0,8.850836662961763
2024-01-01T00:00:101Z,20.175787407772237,45.05,9.138314821444377
2024-01-01T00:00:102Z,20.5477974038934,45.1,9.449673323896809
2024-01-01T00:00:103Z,20.9112592047424,45.15,9.77628332498025
2024-01-01T00:00:104Z,21.26050111047992,45.2,10.10909330638621
2024-01-01T00:00:105Z,21.59007331797392,45.25,10.43887992642292
2024-01-01T00:00:106Z,21.89483296315472,45.3,10.756503631435384
2024-01-01T00:00:107Z,22.170024373688776,45.35,11.053161945162628
2024-01-01T00:00:108Z,22.41135327965486,45.4,11.32063341648816
2024-01-01T00:00:109Z,22.61505382418992,45.45,11.551505464928615
2024-01-01T00:00:110Z,22.77794732842588,45.5,11.739379809456322
2024-01-01T00:00:111Z,22.897491893710296,45.55,11.879049787496513
2024-01-01T00:00:112Z,22.97182206708461,45.6,11.966644649962554
2024-01-01T00:00:113Z,22.99977795105369,45.65,11.999736833403508
2024-01-01T00:00:114Z,22.98092330339829,45.7,11.977409236373338
2024-01-01T00:00:115Z,22.91555234458896,45.75,11.900280635555651
2024-01-01T00:00:116Z,22.80468516657405,45.8,11.770488537273264
2024-01-01T00:00:117Z,22.650051814585986,45.85,11.591629939627888
2024-01-01T00:00:118Z,22.45406529036408,45.9,11.368661646960636
2024-01-01T00:00:119Z,22.21978389806943,45.95,11.107762899272108
