sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
21,0.2018,3676.9,4541.8,9.3389,26.871,42.299,2701.6,74.862,120.39,0.34124,80.096,49.999,2630.5,24.446,50.145,3097.8,22.961,65.77,231.63,341.13,94.662,77.318,32.383,8.9611,26.19,6.8538,18.737,1.6611,32.948,13.756,23.767,1.3345,18.938,2.2748,4.9168,2.2926,0.023961,0.85675,0.093996,53.816,43.641,62.743,54.047,19.495,63.961,22.236,41.183,38.098,46.87,47.782,41.023,18.085
22,0.19977,3646.0,4532.7,9.3198,26.926,42.36,2703.2,75.207,120.38,0.34475,80.203,49.995,2631.0,24.488,49.927,3099.6,23.157,65.8,229.26,340.8,94.64,77.454,32.383,8.9611,26.19,6.8538,18.737,1.6611,32.948,13.756,23.767,1.3345,18.938,2.2748,4.9168,2.2926,0.023961,0.85675,0.093996,53.816,43.641,63.276,54.156,19.695,60.649,22.022,40.755,38.086,46.364,48.052,40.719,17.602
23,0.22212,3663.5,4538.9,9.2779,27.376,42.435,2703.0,74.782,120.4,0.32446,80.269,48.648,2632.0,23.7,48.622,3101.3,23.997,65.804,230.92,340.89,94.606,77.534,32.591,8.9365,25.765,6.8468,19.117,1.6919,32.895,13.988,23.928,1.055,18.335,2.2573,4.775,2.363,0.023961,0.85675,0.093996,53.816,43.641,63.461,53.641,21.534,64.967,22.211,39.555,34.123,43.345,47.961,40.901,15.595
24,0.2228,3696.1,4508.9,9.3891,26.957,42.813,2704.3,74.906,120.42,0.32677,80.314,49.921,2632.6,24.445,48.329,3103.3,22.792,65.87,231.84,340.24,94.521,77.272,32.591,8.9365,25.765,6.8468,19.117,1.6919,32.895,13.988,23.928,1.055,18.335,2.2573,4.775,2.363,0.023961,0.85675,0.093996,53.816,43.641,62.9,54.0,21.466,60.696,22.038,39.272,37.868,42.667,47.934,41.258,18.464
25,0.19548,3668.6,4476.9,9.259,27.006,42.168,2703.2,74.812,120.41,0.35201,80.374,49.26,2632.6,23.91,49.225,3100.9,23.25,65.871,231.41,340.62,94.608,77.461,32.024,8.6805,26.799,6.6932,18.861,1.7004,32.764,14.066,23.989,1.1901,19.044,2.2243,4.8956,2.3424,0.023961,0.85675,0.093996,53.816,43.641,63.465,53.425,19.586,63.074,22.285,42.468,35.924,44.739,48.026,40.691,17.351
26,0.19726,3693.1,4451.5,9.2911,26.678,42.099,2698.7,74.225,120.4,0.3564,80.094,50.229,2627.6,24.732,48.765,3098.5,22.728,65.897,233.18,339.64,94.682,76.973,32.024,8.6805,26.799,6.6932,18.861,1.7004,32.764,14.066,23.989,1.1901,19.044,2.2243,4.8956,2.3424,0.023232,0.83221,0.10718,54.6,44.162,63.043,53.729,19.411,63.224,21.585,41.932,38.773,43.675,48.358,40.917,18.64
27,0.25064,3708.2,4508.9,9.4582,27.081,42.069,2700.1,75.092,120.41,0.3652,80.06,52.043,2628.3,24.134,48.47,3097.5,22.716,65.858,233.45,340.04,94.551,77.221,31.768,8.935,26.591,6.7731,18.632,1.6666,32.715,13.74,24.374,1.1164,18.491,2.2689,4.9727,2.1912,0.023232,0.83221,0.10718,54.6,44.162,64.237,53.635,24.703,61.046,22.018,43.244,44.112,42.994,48.581,41.555,18.667
28,0.24987,3699.2,4493.1,9.3939,26.931,42.802,2699.4,74.973,120.42,0.3648,80.181,50.196,2628.0,23.858,51.374,3099.6,23.246,65.859,234.91,339.47,94.476,77.431,31.768,8.935,26.591,6.7731,18.632,1.6666,32.715,13.74,24.374,1.1164,18.491,2.2689,4.9727,2.1912,0.023232,0.83221,0.10718,54.6,44.162,64.392,53.823,24.779,61.955,21.586,43.292,38.678,49.714,48.696,40.832,17.393
29,0.27615,3705.6,4535.3,9.3733,26.827,42.597,2701.4,74.712,120.41,0.32714,80.279,50.698,2629.3,24.736,47.574,3101.4,23.403,65.912,234.71,340.07,94.396,77.358,31.819,8.9599,27.055,7.144,18.699,1.6977,32.564,13.914,23.823,1.2023,18.638,2.2846,4.833,2.2552,0.023232,0.83221,0.10718,54.6,44.162,63.721,53.885,27.666,62.78,21.647,39.288,40.153,40.921,48.955,41.292,17.025
30,0.27777,3716.6,4499.4,9.3608,27.203,42.295,2701.0,75.008,120.41,0.32906,80.147,52.148,2628.6,24.972,49.978,3101.6,24.189,65.936,234.89,339.22,94.439,77.187,31.819,8.9599,27.055,7.144,18.699,1.6977,32.564,13.914,23.823,1.2023,18.638,2.2846,4.833,2.2552,0.023232,0.83221,0.10718,54.6,44.162,63.531,54.315,27.507,61.66,21.626,39.054,44.421,46.482,49.182,40.45,15.177
31,0.27838,3587.6,4480.4,9.463,26.729,41.919,2701.4,74.788,120.37,0.34687,80.169,51.679,2629.4,24.75,49.081,3101.0,23.274,65.942,237.06,339.71,94.582,77.465,31.873,8.849,26.379,6.856,18.807,1.6365,32.842,13.712,23.937,1.1684,18.607,2.2706,4.8672,2.3602,0.019143,0.81556,0.096752,53.1,44.063,62.426,54.396,27.29,59.267,21.63,41.542,43.04,44.407,48.619,40.475,17.333
32,0.27768,3623.4,4564.4,9.5182,27.269,42.493,2704.2,75.124,120.4,0.35117,80.209,50.03,2633.2,26.549,50.19,3102.6,23.081,65.959,237.88,340.23,94.763,77.518,31.873,8.849,26.379,6.856,18.807,1.6365,32.842,13.712,23.937,1.1684,18.607,2.2706,4.8672,2.3602,0.019143,0.81556,0.096752,53.1,44.063,61.81,53.39,27.359,59.17,21.916,41.016,38.188,46.974,48.521,41.287,17.785
33,0.27479,3662.4,4458.5,9.4066,27.127,42.021,2705.9,75.129,120.35,0.32492,80.227,50.989,2635.1,22.835,49.432,3105.0,22.919,65.951,234.44,339.98,94.653,77.47,32.217,8.7787,26.234,6.9055,19.247,1.6605,33.127,13.762,24.176,1.3462,18.595,2.2893,4.8645,2.3255,0.019143,0.81556,0.096752,53.1,44.063,63.553,54.398,27.302,61.422,22.198,38.794,41.009,45.22,48.801,39.443,18.171
34,0.27824,3677.1,4508.5,9.3937,26.71,42.609,2707.3,74.718,120.45,0.32228,80.18,48.762,2635.9,23.726,52.35,3106.3,23.267,65.941,233.79,340.76,94.513,77.344,32.217,8.7787,26.234,6.9055,19.247,1.6605,33.127,13.762,24.176,1.3462,18.595,2.2893,4.8645,2.3255,0.019143,0.81556,0.096752,53.1,44.063,63.3,53.799,26.962,60.985,21.841,39.116,34.457,51.972,48.835,42.524,17.354
35,0.24474,3673.2,4492.9,9.3047,27.236,42.055,2707.6,75.44,120.39,0.33365,80.194,52.201,2636.5,25.893,51.692,3105.4,22.207,65.958,235.42,340.92,94.548,77.368,31.846,8.854,26.34,6.8349,18.958,1.6507,32.46,13.891,24.35,1.2091,18.717,2.2691,4.8028,2.3498,0.019143,0.81556,0.096752,53.1,44.063,62.935,52.863,24.022,63.651,22.189,38.959,44.576,50.45,48.665,40.521,19.862
36,0.24316,3665.4,4423.3,9.3033,27.017,42.527,2708.7,75.748,120.43,0.32967,80.235,49.238,2637.4,24.49,50.784,3105.0,23.003,65.928,235.95,341.13,94.529,77.511,31.846,8.854,26.34,6.8349,18.958,1.6507,32.46,13.891,24.35,1.2091,18.717,2.2691,4.8028,2.3498,0.0053087,0.83493,0.089716,53.593,43.475,63.069,53.696,24.178,61.714,22.44,39.445,35.858,48.349,48.147,41.28,17.951
37,0.28214,3687.4,4501.2,9.2133,26.989,42.189,2708.2,74.822,120.41,0.34267,80.325,50.352,2637.7,26.599,48.188,3105.8,22.937,65.955,231.45,341.37,94.468,77.409,32.15,8.8707,26.243,6.9709,18.955,1.6475,32.615,13.715,24.016,1.1534,18.851,2.3039,4.8784,2.3367,0.0053087,0.83493,0.089716,53.593,43.475,63.321,53.42,27.714,64.045,22.347,41.309,39.135,42.341,48.327,41.072,18.103
38,0.28248,3676.7,4478.5,9.3844,26.781,42.642,2705.4,75.335,120.39,0.34558,79.998,50.015,2633.3,25.062,50.411,3104.9,21.372,65.915,232.12,341.14,94.583,77.167,32.15,8.8707,26.243,6.9709,18.955,1.6475,32.615,13.715,24.016,1.1534,18.851,2.3039,4.8784,2.3367,0.0053087,0.83493,0.089716,53.593,43.475,63.505,53.691,27.68,61.763,21.807,40.953,38.143,47.485,48.05,41.379,21.856
39,0.25439,3628.5,4488.4,9.4452,27.47,42.226,2704.7,75.211,120.36,0.3242,79.928,48.131,2633.2,24.206,49.258,3102.8,22.713,65.815,232.18,341.46,94.608,77.325,32.541,8.7525,26.079,6.9528,18.849,1.6641,32.736,13.849,24.073,1.2334,17.961,2.2574,4.8551,2.2821,0.0053087,0.83493,0.089716,53.593,43.475,63.122,53.548,25.058,58.537,22.343,38.821,32.599,44.817,47.833,40.822,18.672
40,0.25464,3644.6,4481.2,9.3917,26.981,42.741,2708.5,74.927,120.4,0.32401,80.188,48.673,2637.8,25.272,49.536,3103.8,23.442,65.791,231.68,341.78,94.601,77.303,32.541,8.7525,26.079,6.9528,18.849,1.6641,32.736,13.849,24.073,1.2334,17.961,2.2574,4.8551,2.2821,0.0053087,0.83493,0.089716,53.593,43.475,62.845,53.635,25.034,60.017,22.861,38.844,34.193,45.46,47.665,41.382,16.933
41,0.21439,3639.3,4515.4,9.2818,26.633,42.245,2705.9,73.783,120.37,0.34448,80.012,51.091,2634.8,24.707,50.833,3103.6,23.361,65.781,233.42,341.53,94.724,77.249,32.407,8.8117,26.724,6.7341,18.834,1.6233,32.654,13.921,24.317,1.2532,18.728,2.2431,4.7291,2.3172,0.019129,0.8338,0.11172,53.927,42.679,63.019,53.465,21.228,60.698,22.063,39.871,41.311,48.463,47.775,40.247,17.128
42,0.21463,3702.5,4493.7,9.4402,26.872,42.21,2707.0,74.469,120.42,0.33594,80.089,50.475,2635.3,24.814,50.831,3102.7,22.295,65.778,232.42,341.74,94.555,77.353,32.407,8.8117,26.724,6.7341,18.834,1.6233,32.654,13.921,24.317,1.2532,18.728,2.2431,4.7291,2.3172,0.019129,0.8338,0.11172,53.927,42.679,61.931,53.725,21.204,62.536,22.288,40.914,39.497,48.457,47.858,41.544,19.656
43,0.22447,3700.8,4464.1,9.3353,27.286,42.368,2706.9,75.363,120.39,0.34764,80.115,49.83,2635.6,25.188,49.503,3103.4,23.104,65.777,231.5,341.52,94.602,77.381,31.936,8.891,26.229,7.0813,18.965,1.656,33.107,13.958,24.657,1.216,19.017,2.2491,4.8224,2.2049,0.019129,0.8338,0.11172,53.927,42.679,63.916,54.106,22.186,60.915,22.681,41.51,37.599,45.384,47.935,41.146,17.731
44,0.22747,3714.8,4459.9,9.4117,26.719,42.437,2706.3,75.214,120.44,0.348,80.159,50.143,2635.1,24.006,49.518,3104.4,22.915,65.79,232.73,340.94,94.431,77.17,31.936,8.891,26.229,7.0813,18.965,1.656,33.107,13.958,24.657,1.216,19.017,2.2491,4.8224,2.2049,0.019129,0.8338,0.11172,53.927,42.679,63.675,54.156,21.891,60.242,22.008,41.466,38.522,45.418,47.82,41.91,18.184
45,0.27111,3623.8,4496.7,9.3091,27.223,41.78,2704.2,74.38,120.39,0.35311,79.966,49.192,2632.8,24.476,50.304,3100.7,23.144,65.773,232.4,341.46,94.724,77.21,32.085,8.8495,26.64,6.7677,18.923,1.6758,32.695,13.749,24.515,1.1141,18.356,2.2534,4.8937,2.3248,0.019129,0.8338,0.11172,53.927,42.679,62.171,53.373,26.606,60.261,22.143,41.991,35.722,47.239,47.844,40.782,17.652
46,0.27121,3575.5,4506.4,9.3494,26.817,42.02,2705.0,75.449,120.37,0.35433,79.893,50.376,2633.1,26.066,50.966,3100.8,23.323,65.74,231.54,341.7,94.719,77.24,32.085,8.8495,26.64,6.7677,18.923,1.6758,32.695,13.749,24.515,1.1141,18.356,2.2534,4.8937,2.3248,0.004914,0.82964,0.10671,53.596,44.186,63.002,53.257,26.596,62.277,22.426,41.843,39.207,48.77,47.888,41.175,17.247
47,0.25829,3676.5,4510.8,9.4229,27.031,42.592,2706.4,75.033,120.39,0.33167,79.875,50.015,2635.1,24.852,49.239,3103.4,21.845,65.699,232.81,341.8,94.67,77.168,32.18,8.9487,26.613,6.9312,18.655,1.6765,32.888,13.944,23.714,1.3198,18.709,2.2722,4.901,2.3203,0.004914,0.82964,0.10671,53.596,44.186,63.975,53.277,25.384,63.491,22.374,39.066,38.145,44.773,47.761,41.343,20.774
48,0.25683,3688.9,4503.5,9.3878,26.704,42.023,2708.6,73.813,120.42,0.3319,79.983,49.929,2638.0,25.812,51.77,3106.1,23.667,65.65,232.69,342.27,94.482,77.828,32.18,8.9487,26.613,6.9312,18.655,1.6765,32.888,13.944,23.714,1.3198,18.709,2.2722,4.901,2.3203,0.004914,0.82964,0.10671,53.596,44.186,63.762,53.364,25.527,62.149,22.322,39.037,37.891,50.63,47.761,41.805,16.396
49,0.24739,3660.2,4513.9,9.3121,27.0,42.478,2712.4,74.869,120.41,0.3513,80.377,51.492,2642.0,24.092,50.087,3108.6,23.255,65.728,232.35,341.99,94.474,77.781,32.83,8.7651,26.549,6.9614,18.906,1.6761,33.069,13.854,24.509,1.1025,18.732,2.2312,4.8033,2.3026,0.004914,0.82964,0.10671,53.596,44.186,62.851,53.896,24.774,61.426,22.441,41.93,42.49,46.735,47.771,41.173,17.344
50,0.25264,3668.2,4564.3,9.4192,26.682,41.985,2711.4,74.844,120.44,0.3501,80.253,48.718,2639.9,25.658,50.746,3108.3,23.395,65.823,234.14,341.61,94.595,77.261,32.83,8.7651,26.549,6.9614,18.906,1.6761,33.069,13.854,24.509,1.1025,18.732,2.2312,4.8033,2.3026,0.004914,0.82964,0.10671,53.596,44.186,62.714,53.292,24.257,61.318,22.461,42.076,34.326,48.26,47.588,41.868,17.029
51,0.18298,3644.4,4465.5,9.4652,26.989,42.388,2707.9,74.614,120.36,0.34146,79.953,50.121,2637.6,25.262,50.115,3103.0,22.115,65.804,231.96,342.23,94.65,76.876,31.912,8.9336,26.905,6.9697,18.224,1.651,32.911,13.768,24.04,1.3405,18.463,2.2745,4.7846,2.2346,-0.0014939,0.82387,0.096111,53.66,43.835,62.797,53.859,18.094,61.251,22.596,40.836,38.455,46.8,47.65,39.907,20.119
52,0.18396,3665.5,4439.6,9.3499,26.966,42.385,2706.3,75.396,120.39,0.34191,79.731,51.962,2635.1,24.029,50.05,3102.4,22.516,65.689,230.97,342.41,94.773,77.239,31.912,8.9336,26.905,6.9697,18.224,1.651,32.911,13.768,24.04,1.3405,18.463,2.2745,4.7846,2.2346,-0.0014939,0.82387,0.096111,53.66,43.835,62.435,54.169,17.998,59.615,22.488,40.781,43.875,46.649,47.675,41.265,19.164
53,0.27169,3654.1,4583.4,9.4624,26.876,41.948,2710.4,74.862,120.37,0.33134,79.933,48.927,2639.4,25.489,50.392,3106.3,23.092,65.628,231.99,342.22,94.71,77.541,32.545,8.8669,26.051,6.9762,19.259,1.6108,33.257,13.622,24.135,1.381,18.394,2.2413,4.9171,2.2944,-0.0014939,0.82387,0.096111,53.66,43.835,62.48,54.157,26.461,60.865,22.429,39.754,34.942,47.44,47.525,40.39,17.781
54,0.2717,3645.3,4552.2,9.3033,26.744,42.07,2712.0,74.951,120.41,0.33383,79.912,48.709,2640.1,23.965,51.172,3109.7,23.354,65.64,233.48,342.09,94.682,77.516,32.545,8.8669,26.051,6.9762,19.259,1.6108,33.257,13.622,24.135,1.381,18.394,2.2413,4.9171,2.2944,-0.0014939,0.82387,0.096111,53.66,43.835,62.63,54.531,26.46,62.062,22.231,39.451,34.301,49.247,47.33,41.035,17.155
55,0.20979,3648.2,4431.6,9.4742,26.838,41.908,2716.1,75.383,120.39,0.3163,80.223,49.928,2645.7,25.773,49.566,3110.6,22.164,65.664,229.18,342.08,94.601,77.578,31.54,8.7658,26.515,6.7975,18.415,1.6638,32.917,13.659,24.722,1.1009,18.607,2.2795,4.8104,2.316,-0.0014939,0.82387,0.096111,53.66,43.835,62.437,53.439,20.414,60.641,22.73,37.472,37.889,45.53,47.649,40.206,19.949
56,0.20914,3634.2,4437.4,9.4047,26.823,42.572,2715.0,74.657,120.4,0.31408,80.103,50.354,2644.8,24.658,50.516,3110.6,22.536,65.695,231.1,342.39,94.546,77.334,31.54,8.7658,26.515,6.7975,18.415,1.6638,32.917,13.659,24.722,1.1009,18.607,2.2795,4.8104,2.316,0.015011,0.80866,0.086374,54.006,43.484,62.678,53.37,20.477,61.096,22.81,37.742,39.142,47.728,47.249,40.935,19.08
57,0.30595,3665.8,4550.0,9.3644,26.847,42.363,2718.9,75.223,120.42,0.32093,80.102,50.629,2647.7,24.636,52.515,3115.3,22.239,65.692,230.65,342.14,94.554,77.605,32.211,8.7327,26.855,6.9557,18.713,1.6667,33.333,13.803,23.665,1.1933,18.155,2.2115,4.7713,2.2052,0.015011,0.80866,0.086374,54.006,43.484,63.699,54.084,30.385,62.706,22.536,37.627,39.952,52.354,47.153,41.138,19.764
58,0.30568,3694.5,4524.1,9.4173,27.152,42.437,2719.8,75.201,120.42,0.31809,79.996,52.8,2649.1,24.861,48.817,3116.5,22.359,65.661,229.06,342.74,94.365,77.26,32.211,8.7327,26.855,6.9557,18.713,1.6667,33.333,13.803,23.665,1.1933,18.155,2.2115,4.7713,2.2052,0.015011,0.80866,0.086374,54.006,43.484,63.205,54.395,30.411,61.365,22.715,37.974,46.34,43.795,47.16,41.216,19.498
